ID,性别,年级,专业,使用时长,主要使用场景,使用态度,提问能力,信息核实,效率提升,使用ChatGPT_闭卷课程,使用ChatGPT_闭卷成绩,使用ChatGPT_开卷课程,使用ChatGPT_开卷成绩,不使用ChatGPT_闭卷课程,不使用ChatGPT_闭卷成绩,不使用ChatGPT_开卷课程,不使用ChatGPT_开卷成绩,学习渠道_1,学习渠道_2,学习渠道_3,学习渠道_4,学习渠道_5,Q15_知识联系,Q16_减轻负担,Q17_反思方法,Q18_批判审视,Q19_问题解决,Q20_深度思考,Q21_主动查证,Q22_激发创意,Q23_信息素养,Q24_掌控感,Q25_胜任感,Q26_归属感,Q27_兴趣提升,Q28_减轻焦虑,Q29_依赖内疚,Q30_担心落后,Q31_探索乐趣,Q32_弥补漏洞,Q33_个性化,Q34_情感不可替代,Q35_教学方法改革,Q36_融入课堂,Q37_注重过程,Q38_角色转变,Q39_担心关注减少,Q40_利大于弊,Q41_平衡使用,Q42_职业重要,Q43_隐私担忧,Q44_制定规则,Q45_支持课程,Q46_减少讨论,Q47_促进公平,Q48_加剧不平等,Q49_驾驭AI,Q50_未来乐观,Q51_思维不可替代,使用时长_数值,使用态度_数值,提问能力_数值,信息核实_数值,效率提升_数值,认知特质,动机特质,教学特质,综合特质
RESP_8229,男,2021级及以前,外语类,频繁使用（16小时以上）,解答课程疑难问题,比较积极,比较弱,从不,提升非常大,社会调查研究方法,78,人力资源管理,86,管理学原理,84,公共关系学,85,0,0,1,1,1,C,D,A,C,B,C,B,A,C,C,E,C,B,E,E,C,D,C,C,A,B,B,A,B,C,D,A,A,B,C,C,C,C,A,B,A,C,4,4,2,1,5,0.136795468,0.526022418,-0.724526988,-0.368113744
RESP_8230,女,2022级,数学与统计类,中等使用（8-15小时）,编程辅助与代码调试,比较积极,非常强,很少会,提升非常大,语用学,83,外语影视配音,91,语言测试学,87,外语戏剧表演,88,1,1,0,1,0,C,E,C,D,D,E,C,E,D,E,A,E,E,E,D,C,D,C,C,B,C,D,E,E,D,E,D,E,E,E,C,E,E,E,E,D,E,3,4,5,2,5,0.890177376,2.572764081,0.57616744,2.288372041
RESP_8231,男,2022级,物理与工程类（含物理、机械、电子、电气等）,频繁使用（16小时以上）,搜集和概括文献资料,非常积极,比较弱,从不,提升非常大,计算机图形学,83,人机交互设计,92,操作系统,90,数字图像处理,91,0,1,1,0,1,B,D,B,E,B,B,A,C,A,E,D,C,E,E,D,E,E,C,B,C,B,E,B,C,D,E,D,D,D,E,D,E,D,E,D,E,E,4,5,2,1,5,-0.887413647,1.44396972,-0.013693528,2.911943153
RESP_8232,男,2022级,信息类（含计算机、电信、通信工程等）,较少使用（1-7小时）,生成创意、获取灵感和写作大纲,中立,比较弱,有时会,一般,语言学概论,77,外语戏剧表演,86,语用学,83,外语歌曲赏析,85,1,1,0,0,1,D,B,B,B,C,B,C,D,A,B,D,C,D,C,C,C,C,E,B,C,C,E,C,C,C,D,C,E,E,E,D,E,E,C,D,D,E,2,3,2,3,3,-0.981316816,-0.037889852,-0.081026947,1.201625069
RESP_8233,男,2022级,生化环材类（包含环境工程、化学、生物学、材料等）,几乎不用（少于1小时）,编程辅助与代码调试,中立,一般,从不,一般,机械设计基础,79,智能制造导论,87,信号与系统,82,工程项目管理,83,1,0,1,1,0,D,C,A,B,B,A,A,A,B,D,C,D,B,C,B,D,E,C,D,E,B,C,D,C,C,C,E,E,E,E,D,D,D,D,E,D,D,1,3,3,1,3,-0.876826706,0.539588757,0.118387783,1.634448671
RESP_8234,女,2024级,信息类（含计算机、电信、通信工程等）,中等使用（8-15小时）,解答课程疑难问题,比较积极,比较强,很少会,提升较大,微分方程,79,数学建模,88,复变函数,85,时间序列分析,86,0,1,0,1,1,B,D,A,E,C,C,C,D,A,C,C,D,B,D,C,B,E,E,E,C,D,D,D,E,C,A,B,A,C,D,E,E,C,D,D,D,D,3,4,4,2,4,-0.385401724,0.342543504,0.652411688,0.678589174
RESP_8235,女,2023级,物理与工程类（含物理、机械、电子、电气等）,几乎不用（少于1小时）,解答课程疑难问题,比较消极,非常强,很少会,提升较小,理论力学,85,科技创新方法,93,信号与系统,89,3D打印技术,89,0,1,1,1,1,C,B,C,B,C,C,B,C,B,A,D,B,A,A,B,B,A,D,E,D,D,D,B,B,C,B,E,B,E,C,C,D,C,E,D,C,B,1,2,5,2,2,0.028222755,-1.818971976,0.459926122,0.632494586
RESP_8236,男,2021级及以前,数学与统计类,中等使用（8-15小时）,文本润色、翻译与内容总结,中立,一般,经常会,提升较大,材料力学,74,3D打印技术,82,机械设计基础,80,质量控制,82,0,0,1,1,0,C,D,D,C,D,C,C,B,D,D,E,C,B,B,B,D,A,A,D,A,E,A,B,D,A,E,E,E,E,D,E,E,E,D,E,E,E,3,3,3,4,4,0.266627666,0.275288546,-1.10008753,1.426688896
RESP_8237,女,2022级,信息类（含计算机、电信、通信工程等）,中等使用（8-15小时）,编程辅助与代码调试,比较积极,比较强,很少会,提升非常大,自动控制原理,81,新能源技术,90,理论力学,87,3D打印技术,89,1,1,0,1,1,D,E,E,E,D,D,D,D,E,C,E,C,A,B,B,D,C,E,D,D,B,B,D,E,D,D,E,D,E,D,E,C,C,B,B,E,C,3,4,4,2,5,2.953908763,0.567034896,0.529721465,0.933245702
RESP_8238,女,2023级,物理与工程类（含物理、机械、电子、电气等）,频繁使用（16小时以上）,解答课程疑难问题,比较积极,比较弱,很少会,一般,材料力学,81,质量控制,89,电子技术,86,工程经济学,86,0,1,1,1,1,C,C,A,C,C,A,B,C,A,A,A,B,B,B,A,B,E,A,D,D,B,D,A,B,A,B,A,B,C,E,B,A,C,D,C,D,E,4,4,2,2,3,-0.285494192,-1.02617437,-0.317312384,0.495419818
RESP_8239,女,2023级,物理与工程类（含物理、机械、电子、电气等）,中等使用（8-15小时）,解答课程疑难问题,非常积极,非常强,经常会,提升非常大,翻译理论与实践,87,外语媒体研究,94,语法理论,90,外语写作技巧,91,1,0,1,1,1,E,B,E,E,D,D,B,C,C,D,D,E,E,B,E,C,E,D,D,B,E,C,C,B,D,E,C,D,E,E,E,E,B,A,C,E,D,3,5,5,4,5,0.108773253,0.845146461,-0.124264433,1.977225415
RESP_8240,男,2023级,外语类,中等使用（8-15小时）,解答课程疑难问题,比较消极,比较强,有时会,一般,人工智能基础,79,Web开发技术,87,软件工程,84,物联网导论,87,1,1,1,1,0,E,D,A,D,A,D,B,D,C,C,E,A,C,D,C,A,C,E,C,C,D,B,D,C,D,E,C,B,A,C,B,D,A,A,A,A,D,3,2,4,3,3,-0.299369476,-0.695632621,0.85868615,-0.790446474
RESP_8241,男,2022级,经管与社科类（含经济、管理、法律、社会学等）,频繁使用（16小时以上）,文本润色、翻译与内容总结,比较积极,一般,经常会,提升较大,中国哲学史,82,媒介素养,90,中国文学史,85,纪录片研究,87,1,0,1,1,0,E,D,E,D,E,D,E,E,E,E,E,D,E,E,E,E,E,D,D,C,E,D,E,D,C,E,D,E,E,E,D,D,D,C,A,E,D,4,4,3,4,4,2.603058474,2.042704599,0.541347194,1.837044239
RESP_8242,女,2021级及以前,外语类,较少使用（1-7小时）,生成创意、获取灵感和写作大纲,中立,比较强,经常会,提升较小,计算机组成原理,84,大数据技术,91,操作系统,88,人工智能导论,89,0,0,1,1,0,C,B,C,E,D,B,B,C,D,B,D,C,A,D,D,E,D,C,B,D,C,C,D,C,D,A,A,A,C,B,B,A,B,C,B,A,B,2,3,4,4,2,-0.129302939,-0.180151988,-0.071168226,-1.238202838
RESP_8243,男,2021级及以前,经管与社科类（含经济、管理、法律、社会学等）,中等使用（8-15小时）,文本润色、翻译与内容总结,非常积极,比较强,很少会,提升较大,外国文学史,77,外语歌曲赏析,84,语言学概论,81,旅游外语,82,0,1,0,0,1,D,C,A,C,E,C,D,C,C,E,E,D,D,E,E,D,E,A,C,B,C,A,C,A,C,B,D,B,B,D,B,C,C,B,D,E,B,3,5,4,2,4,0.396415165,1.631627856,-0.888420812,-0.461595319
RESP_8244,女,2022级,生化环材类（包含环境工程、化学、生物学、材料等）,较少使用（1-7小时）,解答课程疑难问题,比较消极,非常弱,很少会,提升较小,高等数学,84,数据科学导论,91,泛函分析,87,统计软件应用,88,1,1,0,1,1,C,D,D,C,E,E,E,C,E,E,C,C,A,A,A,A,B,B,E,C,B,B,B,D,A,A,C,C,B,B,A,B,B,A,B,B,B,2,2,1,2,2,1.294350768,-1.201343754,-0.942266046,-1.247480899
RESP_8245,女,2024级,经管与社科类（含经济、管理、法律、社会学等）,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,比较积极,一般,总是会,提升较大,电子技术,82,可持续工程,90,机械设计基础,86,工程伦理,88,1,1,1,1,0,D,B,B,D,B,E,D,D,A,D,C,E,C,E,E,D,B,A,A,A,A,A,B,A,A,C,C,E,C,E,D,D,C,C,C,A,C,3,4,3,5,4,-0.075732557,0.809800959,-1.803643573,0.373025212
RESP_8246,女,2021级及以前,经管与社科类（含经济、管理、法律、社会学等）,频繁使用（16小时以上）,文本润色、翻译与内容总结,比较积极,比较弱,从不,提升较大,高等数学,78,数学建模,87,实变函数,84,精算学基础,86,1,1,1,1,0,D,D,C,D,D,D,C,C,B,D,C,D,D,B,B,A,D,B,E,D,C,B,D,C,D,E,D,D,D,D,C,E,D,D,E,D,C,4,4,2,1,4,0.498962259,-0.229344987,0.546081553,0.72338918
RESP_8247,男,2022级,物理与工程类（含物理、机械、电子、电气等）,频繁使用（16小时以上）,生成创意、获取灵感和写作大纲,比较积极,非常弱,很少会,提升较大,信号与系统,79,工业设计,88,电磁场与电磁波,85,3D打印技术,88,0,1,1,0,1,D,D,B,A,E,B,E,C,D,D,E,E,C,D,E,E,E,D,E,E,C,E,E,C,E,A,A,A,B,A,C,A,A,C,A,B,A,4,4,1,2,4,0.243309999,1.177742217,1.846832633,-2.126202717
RESP_8248,女,2021级及以前,数学与统计类,中等使用（8-15小时）,解答课程疑难问题,中立,比较弱,经常会,没有提升,文化研究导论,81,修辞学,89,新闻学原理,85,纪录片研究,86,1,0,0,0,1,E,E,E,E,D,E,D,C,E,B,A,A,C,A,B,A,B,D,C,D,C,C,B,C,B,B,C,A,B,D,C,A,A,B,B,D,C,3,3,2,4,1,1.981872063,-1.670045834,0.519509165,-0.566463227
RESP_8249,女,2021级及以前,经管与社科类（含经济、管理、法律、社会学等）,中等使用（8-15小时）,文本润色、翻译与内容总结,中立,比较弱,从不,一般,世界历史概论,77,文化遗产保护,84,文艺理论,80,影视鉴赏,82,1,0,0,0,1,A,B,C,C,E,C,C,C,B,A,A,C,A,B,A,A,B,B,C,B,B,A,C,B,B,B,C,E,D,B,D,B,E,A,E,D,D,3,3,2,1,3,-0.045881322,-4.312972919,-0.775671352,0.061482127
RESP_8250,男,2022级,数学与统计类,频繁使用（16小时以上）,生成创意、获取灵感和写作大纲,比较积极,比较强,很少会,一般,算法设计与分析,81,数据可视化,90,数据结构与算法,87,物联网导论,88,0,1,1,0,0,C,B,C,E,B,C,C,C,C,C,B,A,B,A,B,A,A,E,E,E,E,E,E,A,E,D,C,A,A,B,B,C,C,C,E,B,A,4,4,4,2,3,0.07245658,-1.29584167,2.956138117,-0.40900976
RESP_8251,男,2022级,信息类（含计算机、电信、通信工程等）,频繁使用（16小时以上）,解答课程疑难问题,中立,比较弱,从不,提升非常大,无机化学,90,科技论文写作,98,环境工程原理,95,生物信息学,92,0,1,1,1,1,C,D,B,D,C,D,D,C,D,C,C,C,B,D,B,B,A,D,C,C,C,A,C,C,D,C,C,D,C,E,B,B,A,B,B,A,A,4,3,2,1,5,0.580479911,-0.314685849,0.011570175,-0.581857343
RESP_8252,女,2021级及以前,外语类,中等使用（8-15小时）,解答课程疑难问题,比较积极,比较弱,从不,提升较大,抽象代数,73,优化方法,81,数理逻辑,79,运筹学,80,1,1,1,0,1,C,D,C,A,B,B,C,B,A,C,B,C,C,C,D,B,E,B,A,A,B,A,A,C,A,A,A,A,C,C,B,C,B,C,A,B,B,3,4,2,1,4,-0.962289114,0.73186323,-1.513164288,-0.395980702
RESP_8253,女,2021级及以前,生化环材类（包含环境工程、化学、生物学、材料等）,频繁使用（16小时以上）,生成创意、获取灵感和写作大纲,比较积极,一般,很少会,提升非常大,社会调查研究方法,82,创新创业管理,90,民法总论,86,公共关系学,86,1,0,0,1,1,D,B,B,A,A,B,B,D,A,C,B,A,A,D,A,A,E,D,E,B,E,C,D,C,D,D,E,E,E,D,E,E,E,C,C,D,E,4,4,3,2,5,-0.912533885,-1.078692634,0.621291528,1.88224311
RESP_8254,女,2024级,生化环材类（包含环境工程、化学、生物学、材料等）,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,非常积极,一般,很少会,一般,文体学,80,同声传译基础,89,词汇学,86,外语歌曲赏析,87,0,1,1,1,1,D,C,E,C,D,B,B,C,D,C,E,D,D,D,B,E,D,B,B,C,E,C,B,D,C,B,C,C,C,C,B,D,D,B,C,C,B,3,5,3,2,3,0.273062681,1.191739561,0.743724992,0.201466476
RESP_8255,男,2021级及以前,人文与艺术类（含文学、历史、哲学、新闻等）,较少使用（1-7小时）,搜集和概括文献资料,中立,比较强,从不,提升非常大,操作系统,84,信息安全概论,92,数据结构与算法,88,Web开发技术,89,1,0,0,0,1,D,D,E,E,D,C,C,E,D,D,A,C,C,D,B,D,A,C,C,C,D,C,C,C,D,D,D,B,D,D,C,D,D,D,D,C,C,2,3,4,1,5,0.665326354,0.335342566,0.383230948,1.018803045
RESP_8256,女,2024级,物理与工程类（含物理、机械、电子、电气等）,频繁使用（16小时以上）,搜集和概括文献资料,比较积极,比较弱,有时会,一般,线性代数,81,贝叶斯统计,89,拓扑学,86,多元统计分析,88,0,0,1,1,0,C,B,C,B,E,E,E,E,E,D,E,D,C,E,D,D,B,A,B,A,A,A,B,A,C,A,C,B,B,B,C,C,C,D,B,B,C,4,4,2,3,3,1.995202775,1.057769088,-1.300018855,-0.380333258
RESP_8257,女,2024级,生化环材类（包含环境工程、化学、生物学、材料等）,较少使用（1-7小时）,解答课程疑难问题,比较积极,比较弱,有时会,一般,电子技术,81,可持续工程,89,工程数学,87,工程伦理,88,0,1,0,1,0,A,A,A,B,B,A,A,A,B,A,E,E,E,A,E,E,E,A,D,C,B,A,C,C,B,D,A,B,B,B,C,B,A,B,C,A,B,2,4,2,3,3,-1.629778047,1.703368946,-1.084158282,-0.860311755
RESP_8258,男,2021级及以前,人文与艺术类（含文学、历史、哲学、新闻等）,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,非常积极,一般,有时会,提升非常大,经济法,78,社会心理学,86,社会调查研究方法,83,消费者行为学,84,1,1,1,0,0,E,E,E,E,E,E,E,D,C,B,C,B,B,D,D,C,B,D,C,D,B,E,E,C,D,D,E,E,E,E,D,D,D,D,C,D,E,3,5,3,3,5,1.15374059,-0.263833623,0.523368924,1.000223673
RESP_8259,女,2023级,信息类（含计算机、电信、通信工程等）,频繁使用（16小时以上）,解答课程疑难问题,非常积极,比较弱,有时会,提升较大,工程数学,80,虚拟现实技术,88,电路原理,84,科技创新方法,85,0,1,1,0,1,A,A,B,B,B,A,D,A,A,D,C,D,C,C,C,B,C,C,D,B,C,D,D,A,B,A,B,B,B,A,D,C,B,C,A,A,A,4,5,2,3,4,-1.44479619,0.276965815,0.401076491,-1.193898388
RESP_8260,女,2021级及以前,经管与社科类（含经济、管理、法律、社会学等）,较少使用（1-7小时）,编程辅助与代码调试,非常积极,比较弱,很少会,一般,文体学,76,外语歌曲赏析,84,外国文学史,82,外语文学鉴赏,83,1,1,1,1,0,C,D,C,C,C,B,C,D,C,C,D,E,D,B,C,C,E,B,D,A,D,C,C,B,D,D,E,E,E,E,D,E,D,E,D,E,E,2,5,2,2,3,0.279591915,1.066642286,0.580448809,1.721423526
RESP_8261,女,2023级,生化环材类（包含环境工程、化学、生物学、材料等）,中等使用（8-15小时）,编程辅助与代码调试,非常积极,比较弱,从不,一般,史学理论与方法,83,影视鉴赏,91,中国哲学史,87,新媒体研究,88,0,1,1,1,1,E,E,D,A,D,D,E,C,B,C,B,B,B,B,B,A,B,C,D,D,C,D,B,D,C,B,B,D,B,C,A,B,A,E,D,D,C,3,5,2,1,3,1.301698642,-0.926579091,0.434257714,-0.442738311
RESP_8262,女,2024级,人文与艺术类（含文学、历史、哲学、新闻等）,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,比较积极,一般,很少会,一般,语言学概论,82,外语歌曲赏析,90,文体学,87,商务外语,88,0,0,1,1,1,A,B,D,C,C,B,B,C,C,D,C,C,A,D,D,C,C,A,A,B,C,B,B,C,B,B,A,A,A,A,A,D,B,B,B,B,A,3,4,3,2,3,0.05613807,0.693320412,-1.068670856,-2.18969873
RESP_8263,男,2023级,数学与统计类,几乎不用（少于1小时）,编程辅助与代码调试,比较积极,比较弱,很少会,没有提升,计算机体系结构,84,信息安全概论,91,离散数学,87,数据可视化,88,1,0,1,1,1,B,C,B,D,A,B,B,A,B,C,E,E,C,D,E,E,E,C,D,A,B,D,C,B,A,A,A,A,C,A,A,B,A,A,A,C,A,1,4,2,2,1,-1.127890481,1.900430782,-0.499214688,-2.715492865
RESP_8264,男,2021级及以前,生化环材类（包含环境工程、化学、生物学、材料等）,中等使用（8-15小时）,解答课程疑难问题,中立,一般,有时会,一般,高等数学,79,数学建模,87,泛函分析,82,统计软件应用,84,1,1,1,1,0,C,C,B,B,C,B,A,B,C,B,C,C,D,C,C,E,B,D,E,E,C,D,E,B,C,E,B,D,E,A,D,B,D,E,E,C,C,3,3,3,3,3,-0.34034192,0.201988529,0.796948649,0.758909109
RESP_8265,男,2024级,外语类,中等使用（8-15小时）,文本润色、翻译与内容总结,比较积极,比较弱,有时会,提升较小,分子生物学,78,环境法学,85,材料科学基础,81,环境与健康,83,0,1,0,1,0,E,E,E,E,D,E,C,D,D,D,C,D,E,D,D,D,C,A,A,B,A,A,A,B,B,D,A,B,B,A,A,A,B,B,A,A,B,3,4,2,3,2,0.601065555,1.046071253,-2.723884644,-0.916099413
RESP_8266,男,2022级,数学与统计类,中等使用（8-15小时）,解答课程疑难问题,比较积极,非常强,总是会,提升较大,电路原理,82,工程经济学,91,流体力学,87,3D打印技术,90,1,1,0,1,1,B,B,B,C,C,C,C,D,E,A,E,E,E,C,E,E,E,D,B,D,C,B,B,B,D,C,C,D,D,D,D,D,B,C,E,C,E,3,4,5,5,4,-0.842684244,1.169338073,0.304448988,0.819821817
RESP_8267,女,2022级,经管与社科类（含经济、管理、法律、社会学等）,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,中立,一般,有时会,提升非常大,高等数学,79,运筹学,87,泛函分析,84,精算学基础,85,1,1,1,0,1,B,A,A,A,D,A,B,A,C,D,C,C,B,E,C,C,E,C,D,C,C,D,D,C,C,C,D,B,D,C,D,D,D,E,C,D,D,3,3,3,3,5,-1.462586038,0.686966474,0.617849436,1.085239303
RESP_8268,女,2023级,信息类（含计算机、电信、通信工程等）,中等使用（8-15小时）,解答课程疑难问题,比较消极,一般,很少会,提升较大,遗传学,82,基因工程,90,无机化学,87,实验室安全与管理,87,0,0,1,0,1,E,C,E,E,E,D,D,E,E,C,B,B,C,C,C,D,D,D,D,D,C,C,C,C,D,E,E,D,E,D,B,E,E,E,E,E,D,3,2,3,2,4,2.354714754,0.010195904,0.384672416,1.259611046
RESP_8269,男,2024级,人文与艺术类（含文学、历史、哲学、新闻等）,频繁使用（16小时以上）,解答课程疑难问题,非常积极,一般,有时会,提升较大,计算机图形学,79,自然语言处理,87,软件工程,81,移动应用开发,84,0,0,1,1,1,D,B,C,B,C,D,C,B,B,E,D,D,E,B,C,E,E,C,A,A,B,A,A,B,B,C,D,C,D,C,E,C,B,B,C,C,B,4,5,3,3,4,-0.011676394,1.60177251,-0.963856053,0.065708482
RESP_8270,女,2024级,信息类（含计算机、电信、通信工程等）,较少使用（1-7小时）,编程辅助与代码调试,比较积极,一般,从不,提升较大,会计学原理,92,消费者行为学,98,统计学,95,合同法实务,92,1,0,0,0,1,C,B,D,D,D,D,E,D,B,B,B,C,C,A,A,B,A,E,E,E,D,D,E,E,E,E,C,D,C,D,E,C,D,E,E,D,D,2,4,3,1,4,0.503654595,-1.19373366,1.723800201,1.051117877
RESP_8271,男,2023级,外语类,频繁使用（16小时以上）,文本润色、翻译与内容总结,非常积极,非常强,很少会,提升较大,经济法,82,金融市场学,90,市场营销学,88,公共关系学,88,1,0,0,1,0,C,C,E,E,D,C,D,D,D,E,E,E,E,D,D,C,D,D,E,E,E,D,C,E,E,E,D,C,B,B,C,B,B,C,B,B,B,4,5,5,2,4,0.601414332,1.398104407,0.706847795,-0.569328974
RESP_8272,男,2023级,人文与艺术类（含文学、历史、哲学、新闻等）,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,非常积极,比较强,很少会,提升较大,文艺理论,86,创意写作,94,美学原理,90,传播心理学,91,1,1,1,0,1,A,E,E,E,E,E,A,E,E,C,D,D,E,B,D,A,B,B,C,C,B,A,B,C,B,D,C,D,E,D,C,C,D,E,B,D,D,3,5,4,2,4,-1.03308258,0.590078919,-0.388431615,1.053473019
RESP_8273,女,2021级及以前,物理与工程类（含物理、机械、电子、电气等）,频繁使用（16小时以上）,解答课程疑难问题,中立,比较强,从不,提升较小,文艺理论,80,修辞学,88,古代汉语,83,公共演讲,85,0,1,0,1,0,C,D,C,B,C,C,C,D,E,E,A,E,E,A,E,E,E,D,E,D,B,E,E,E,E,B,B,C,E,D,D,C,B,A,D,A,C,4,3,4,1,2,0.447557824,-0.002387362,2.337222322,-0.12012449
RESP_8274,女,2022级,信息类（含计算机、电信、通信工程等）,频繁使用（16小时以上）,解答课程疑难问题,比较积极,一般,经常会,一般,高级英语,73,外语写作技巧,81,语言测试学,79,影视翻译,81,0,0,1,1,1,D,C,E,C,B,C,E,E,B,A,B,B,B,B,A,A,D,E,D,D,C,E,E,E,E,C,D,C,E,E,E,D,C,B,C,E,C,4,4,3,4,3,0.735275719,-0.916354644,0.760058737,0.245067367
RESP_8275,男,2021级及以前,外语类,中等使用（8-15小时）,解答课程疑难问题,比较积极,一般,很少会,提升较大,电路原理,85,工业设计,93,理论力学,91,可持续工程,92,0,1,1,1,0,D,A,B,C,C,B,C,C,C,C,C,C,D,D,C,D,E,E,B,C,B,C,C,D,D,E,E,E,D,E,E,D,E,D,E,B,E,3,4,3,2,4,-0.157457489,0.777836924,-0.903789228,1.51040007
RESP_8276,女,2023级,信息类（含计算机、电信、通信工程等）,频繁使用（16小时以上）,编程辅助与代码调试,比较积极,一般,很少会,提升非常大,环境工程原理,89,药物化学,96,无机化学,93,生态保护,92,1,1,1,1,0,D,D,E,D,E,E,E,D,E,E,E,E,E,D,E,C,E,B,C,C,A,C,D,C,C,D,B,E,D,C,A,D,D,C,C,B,C,4,4,3,2,5,1.044580757,1.875676318,0.712680089,0.930624912
RESP_8277,男,2022级,人文与艺术类（含文学、历史、哲学、新闻等）,中等使用（8-15小时）,文本润色、翻译与内容总结,比较积极,比较弱,有时会,提升非常大,离散数学,82,移动应用开发,89,数据库原理,85,Web开发技术,87,0,1,1,0,1,A,D,B,B,B,C,D,C,D,D,E,E,D,E,E,E,E,B,E,D,C,C,C,C,C,E,D,B,D,A,D,C,D,C,E,C,B,3,4,2,3,5,0.244999047,1.899637666,-0.068868666,0.99785396
RESP_8278,女,2021级及以前,信息类（含计算机、电信、通信工程等）,中等使用（8-15小时）,文本润色、翻译与内容总结,比较积极,非常强,经常会,提升较大,会计学原理,85,金融市场学,93,微观经济学,89,创新创业管理,90,1,1,0,1,1,D,D,E,D,D,E,E,D,E,D,C,D,D,D,A,E,E,D,A,C,B,D,E,C,C,D,D,C,E,D,D,D,D,D,D,C,D,3,4,5,4,4,2.074209199,0.605243096,-0.512141533,0.93355544
RESP_8279,女,2021级及以前,外语类,频繁使用（16小时以上）,搜集和概括文献资料,非常积极,一般,经常会,一般,微观经济学,81,合同法实务,89,民法总论,85,项目管理,86,1,1,0,0,1,D,B,C,D,B,D,C,D,C,C,B,A,C,B,C,A,E,E,D,E,E,D,E,D,E,E,D,E,E,E,E,E,D,E,D,D,E,4,5,3,4,3,0.032264574,-0.128200161,1.239759802,1.840083348
RESP_8280,女,2023级,物理与工程类（含物理、机械、电子、电气等）,中等使用（8-15小时）,解答课程疑难问题,比较积极,比较弱,从不,提升较大,第二语言习得,77,同声传译基础,85,语言学概论,83,外语媒体研究,84,1,1,0,0,1,C,B,C,C,D,D,C,E,C,E,C,D,D,D,D,D,E,C,D,C,D,C,C,C,C,D,A,A,A,A,C,A,C,A,B,A,B,3,4,2,1,4,0.774589663,0.664910485,0.732506435,-1.246283882
RESP_8281,女,2022级,数学与统计类,频繁使用（16小时以上）,编程辅助与代码调试,比较积极,比较弱,经常会,提升较大,传播学理论,88,文化创意产业,95,世界历史概论,92,创意写作,92,1,0,0,1,1,D,C,E,E,D,E,E,A,E,D,C,C,C,E,C,A,C,B,C,E,D,C,B,D,D,C,C,C,B,C,B,C,C,D,C,C,A,4,4,2,4,4,2.051070768,0.394956402,-0.048544145,-0.384755503
RESP_8282,女,2023级,数学与统计类,频繁使用（16小时以上）,解答课程疑难问题,比较积极,一般,很少会,提升非常大,热力学与统计物理,88,工程伦理,96,信号与系统,92,质量控制,92,1,1,1,0,0,A,D,C,C,C,D,B,C,C,A,A,A,E,E,E,E,A,C,C,C,B,B,C,D,B,C,C,C,A,D,C,A,D,C,B,D,A,4,4,3,2,5,-0.196407414,-0.52322561,0.097029731,-0.379098826
RESP_8283,女,2021级及以前,数学与统计类,中等使用（8-15小时）,文本润色、翻译与内容总结,比较积极,比较强,有时会,提升非常大,中国文学史,83,修辞学,91,文艺理论,89,公共演讲,90,1,0,0,0,1,E,D,A,B,D,C,C,D,D,E,D,E,E,E,B,D,E,C,B,B,A,B,C,D,A,C,C,B,A,A,D,C,C,C,C,D,A,3,4,4,3,5,0.907361182,2.248149298,-0.442490882,-0.449352259
RESP_8284,男,2024级,数学与统计类,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,非常积极,比较强,很少会,提升较大,热力学与统计物理,79,工程项目管理,88,电子技术,85,机器人技术基础,87,0,1,1,1,1,E,C,C,D,C,C,B,C,B,D,D,C,E,D,E,D,B,A,C,C,B,C,C,B,C,A,A,B,C,A,B,B,A,B,B,E,C,3,5,4,2,4,0.534171467,1.448168988,-0.874830625,-1.12652261
RESP_8285,男,2024级,经管与社科类（含经济、管理、法律、社会学等）,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,比较积极,非常强,有时会,提升非常大,信号与系统,91,工程经济学,98,自动控制原理,95,工程项目管理,92,1,0,0,1,1,E,E,E,E,E,E,E,E,E,D,D,D,E,E,C,C,C,C,D,C,C,C,C,D,B,E,A,E,E,E,D,D,D,D,D,D,D,3,4,5,3,5,1.60519081,0.817421159,0.375386096,0.984633285
RESP_8286,女,2024级,人文与艺术类（含文学、历史、哲学、新闻等）,频繁使用（16小时以上）,解答课程疑难问题,比较积极,一般,有时会,提升非常大,宏观经济学,82,公共关系学,90,会计学原理,86,合同法实务,87,1,1,0,0,0,B,C,C,C,C,C,B,C,C,D,D,D,D,E,B,D,B,E,D,E,D,D,C,E,D,A,B,B,B,B,B,A,C,B,C,C,C,4,4,3,3,5,-0.045188567,0.61070752,0.838847901,-0.694478019
RESP_8287,男,2021级及以前,经管与社科类（含经济、管理、法律、社会学等）,较少使用（1-7小时）,解答课程疑难问题,比较消极,比较强,总是会,没有提升,分析化学,82,实验室安全与管理,89,生物化学,86,纳米材料导论,86,0,0,1,1,0,B,B,A,B,B,A,B,A,C,B,B,B,D,C,A,C,A,C,D,E,E,D,E,C,E,B,C,B,A,D,C,B,B,B,B,A,B,2,2,4,5,1,-1.268977631,-0.35307157,1.664582331,-1.217481158
